TIPO DE SUCURSAL,NOMBRE DEL PRODUCTO,CLAVE DEL PRODUCTO,CATEGORIA (LINEA) DE PRODUCTO,UNIDAD DE MEDIDA (UNIDAD DE VENTA),¿SE VENDE EN EL PUNTO DE VENTA?,CODIGO DE BARRAS,DESCRIPCION LARGA,Peso ,Volumen ,DIAS PARA ENTREGARLO AL CLIENTE,METODO DE ABASTECIMIENTO,Seguimiento (Sin seguimiento/Lote/Serie,FECHA DE CADUCIDAD,DIAS ANTES DE CADUCAR,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Clave SAT ,Clave unidad SAT,DIAS DE GARANTIA,% COMISION VENDEDOR,% COMISION PARA REFERIDOS,Stock Optimo DE ESTE TIPO DE SUCURSAL,Punto de reorden DE ESTE TIPO DE SUCURSAL,Multiple de re-orden DE ESTE TIPO DE SUCURSAL,Precio del producto en este tipo de surcursal,Unidad de COMPRA,Costo promedio ,¿ Cuántos puntos abonan la compra de este producto/ servicio?,¿ Cuanto cuesta el producto en puntos?,TASA IVA,TASA IEPS,Almacen donde se ingresa automaticamente,Nombre del laboratorio,Nombre de la sustancia activa,NUMERO DE REGISTRO DE SENASICA,DEPARTAMENTO  ,TIPO DE CONTROL ,MARCA
,EUROPEO PELO CORTO NEGRO,MF36NBLACK,MYFAM,UNIDAD,Si,,EUROPEO PELO CORTO NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,EXHIBIDOR PUNTO DE VENTA,EXPOCOUPON6,MYFAM,UNIDAD,Si,,EXHIBIDOR PUNTO DE VENTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,284.482800,UNIDAD,775.860000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,FLOR,CH01,MYFAM,UNIDAD,Si,8055960256358,FLOR,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,135.370000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,FOWN GREAT DANE,MF01NBROWN,MYFAM,UNIDAD,Si,,FOWN GREAT DANE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,FOX TERRIER,MF65,MYFAM,UNIDAD,Si,,FOX TERRIER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,FOXHOUND,MF92,MYFAM,UNIDAD,Si,,FOXHOUND,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GATO ABISINIO,MF85,MYFAM,UNIDAD,Si,,GATO ABISINIO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GERMAN SHEPERD,MF14N,MYFAM,UNIDAD,Si,8058773270962,GERMAN SHEPERD,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GOLD BIG GLITTER CIRCLE BLACK BONE,GL05GOLD,MYFAM,UNIDAD,Si,,GOLD BIG GLITTER CIRCLE BLACK BONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GOLD BIG GLITTER CIRCLE BLACK HEART,GL07GOLD,MYFAM,UNIDAD,Si,,GOLD BIG GLITTER CIRCLE BLACK HEART,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GOLD BIG GLITTER CIRCLE BLACK PAW,GL06GOLD,MYFAM,UNIDAD,Si,,GOLD BIG GLITTER CIRCLE BLACK PAW,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GOLDEN RETRIEVER,MF30,MYFAM,UNIDAD,Si,8055960250486,GOLDEN RETRIEVER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,127.784250,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GORDON SETTER,MF102,MYFAM,UNIDAD,Si,,GORDON SETTER,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GRAN DANES BLUE,MF01N,MYFAM,UNIDAD,Si,,GRAN DANES BLUE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREAT DANE ARLEQUIN,MF01NARLE,MYFAM,UNIDAD,Si,8058773270955,GREAT DANE ARLEQUIN,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,136.700000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREEN XL ALUMINUM BONE,MFXL06,MYFAM,UNIDAD,Si,8058773272430,GREEN XL ALUMINUM BONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,66.033333,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY AND WHITE SIBERIAN HUSKY,MF13,MYFAM,UNIDAD,Si,8055960250165,GREY AND WHITE SIBERIAN HUSKY,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY BIG GLITTER CIRCLE BLACK BONE,GL05GREY,MYFAM,UNIDAD,Si,8058773272324,GREY BIG GLITTER CIRCLE BLACK BONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,127.550000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY BIG GLITTER CIRCLE BLACK HEART,GL07GREY,MYFAM,UNIDAD,Si,8058773272386,GREY BIG GLITTER CIRCLE BLACK HEART,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.010000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY BIG GLITTER CIRCLE BLACK PAW,GL06GREY,MYFAM,UNIDAD,Si,8058773272409,GREY BIG GLITTER CIRCLE BLACK PAW,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,123.900000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY CORSO,MF47,MYFAM,UNIDAD,Si,,GREY CORSO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY POODLE,MF20NGREY,MYFAM,UNIDAD,Si,,GREY POODLE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,120.357000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY SHIH TZU,MF16NGREY,MYFAM,UNIDAD,Si,,GREY SHIH TZU,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,89.915000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREY XL ALUMINUM BONE,MFXL08,MYFAM,UNIDAD,Si,8058773272454,GREY XL ALUMINUM BONE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,49.056000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,GREYHOUND,MF59N,MYFAM,UNIDAD,Si,,GREYHOUND,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HEART RED BACKGROUND,YM03,MYFAM,UNIDAD,Si,8055960252275,HEART RED BACKGROUND,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,135.370000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HEART WHITEBACKGROUND,YM04,MYFAM,UNIDAD,Si,8055960252282,HEART WHITEBACKGROUND,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,136.700000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,"HELADO FOOD
",CHICECREAM,MYFAM,UNIDAD,Si,8051938216621,"HELADO FOOD
",0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310345,UNIDAD,44.460000,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HUELLA GRANDE AZUL,CL06LIGHTBLUE,MYFAM,UNIDAD,Si,,HUELLA GRANDE AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE BLANCA,CL06WHITE,MYFAM,UNIDAD,Si,8055960251513,HUELLA GRANDE BLANCA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,127.560000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE GLITTER DORADA,GL02BIGOLD,MYFAM,UNIDAD,Si,8058773272010,HUELLA GRANDE GLITTER DORADA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,60.650000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE GLITTER GRIS,GL02BIGREY,MYFAM,UNIDAD,Si,8058773272003,HUELLA GRANDE GLITTER GRIS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.010000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE GLITTER NEGRA,GL02BIGBLACK,MYFAM,UNIDAD,Si,8058773272034,HUELLA GRANDE GLITTER NEGRA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,130.011111,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE GLITTER ROSA,GL02BIGPINK,MYFAM,UNIDAD,Si,8058773272027,HUELLA GRANDE GLITTER ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE MORADA,CL06PURPLE,MYFAM,UNIDAD,Si,,HUELLA GRANDE MORADA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE NEGRA,CL06BLACK,MYFAM,UNIDAD,Si,8055960251520,HUELLA GRANDE NEGRA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,125.340000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE ROJA,CL06RED,MYFAM,UNIDAD,Si,8055960251490,HUELLA GRANDE ROJA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,123.978000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUELLA GRANDE ROSA,CL06PINK,MYFAM,UNIDAD,Si,8055960251537,HUELLA GRANDE ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,126.080000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO ALUMINIO AZUL CLARO,MFB50,MYFAM,UNIDAD,Si,8055960258208,HUESO CHICO ALUMINIO AZUL CLARO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,45.760000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO AZUL,BH08,MYFAM,UNIDAD,Si,,HUESO CHICO AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,115.240000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO ROJO,BH10,MYFAM,UNIDAD,Si,8055960257744,HUESO CHICO ROJO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,115.262500,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO ROSA,BH06,MYFAM,UNIDAD,Si,8055960257720,HUESO CHICO ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,115.330000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO SWAROVSKY AZUL,BH08GM,MYFAM,UNIDAD,Si,,HUESO CHICO SWAROVSKY AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO SWAROVSKY BLANCO,BH07GM,MYFAM,UNIDAD,Si,,HUESO CHICO SWAROVSKY BLANCO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO SWAROVSKY NEGRO,BH10GM,MYFAM,UNIDAD,Si,,HUESO CHICO SWAROVSKY NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO CHICO SWAROVSKY ROSA,BH06GM,MYFAM,UNIDAD,Si,,HUESO CHICO SWAROVSKY ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,577.586200,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ALUMINIO AZUL,MFXL01,MYFAM,UNIDAD,Si,8058773273789,HUESO EXTRA GRANDE ALUMINIO AZUL,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,55.893714,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ALUMINIO MORADO,MFXL04,MYFAM,UNIDAD,Si,8058773273819,HUESO EXTRA GRANDE ALUMINIO MORADO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ALUMINIO NEGRO,MFXL05,MYFAM,UNIDAD,Si,8058773273826,HUESO EXTRA GRANDE ALUMINIO NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,58.247612,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ALUMINIO ROJO,MFXL02,MYFAM,UNIDAD,Si,8058773273796,HUESO EXTRA GRANDE ALUMINIO ROJO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,61.802580,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ALUMINIO ROSA,MFXL03,MYFAM,UNIDAD,Si,8058773273802,HUESO EXTRA GRANDE ALUMINIO ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,270.689700,UNIDAD,52.020381,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BLANCO,BH01WHITE,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BLANCO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX CUADROS,BH01CBOX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX CUADROS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX FUTURISTIC,BH01CFUX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX FUTURISTIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,141.050000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX LINEAS,BH01CSAX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX LINEAS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX LLANTA,BH01CPNX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX LLANTA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX PUNTOS,BH01CROX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX PUNTOS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE BRONX ROMBOS,BH01CPEX,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE BRONX ROMBOS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ROJO,BH01RED,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE ROJO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRA GRANDE ROSA,BH01PINK,MYFAM,UNIDAD,Si,,HUESO EXTRA GRANDE ROSA,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRAGRANDE LATON CROMADO,MFXL09,MYFAM,UNIDAD,Si,8058773273680,HUESO EXTRAGRANDE LATON CROMADO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,44.460000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO EXTRAGRANDE NEGRO,BH01BLACK,MYFAM,UNIDAD,Si,,HUESO EXTRAGRANDE NEGRO,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE ALUMINIO GRIS,MFB47,MYFAM,UNIDAD,Si,8055960258260,HUESO GRANDE ALUMINIO GRIS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,176.724100,UNIDAD,41.560534,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE AMARILLO BASIC HM,BH02,MYFAM,UNIDAD,Si,,HUESO GRANDE AMARILLO BASIC HM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE AZUL BASIC HM,BH03,MYFAM,UNIDAD,Si,8055960257690,HUESO GRANDE AZUL BASIC HM,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,113.436667,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BLANCO CLASSIC,MF42BIG,MYFAM,UNIDAD,Si,8055960250691,HUESO GRANDE BLANCO CLASSIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,312.069000,UNIDAD,125.700000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BRONX CUADROS,BH01CBOB,MYFAM,UNIDAD,Si,,HUESO GRANDE BRONX CUADROS,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,0.000000,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
,HUESO GRANDE BRONX FUTURISTA LATON INGLE,BH01CFUBE,MYFAM,UNIDAD,Si,8051938212654,HUESO GRANDE BRONX FUTURISTA LATON INGLE,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,120.364663,,,16,,,,,,ACCESORIOS,SIN CONTROL,
,HUESO GRANDE BRONX FUTURISTIC,BH01CFUB,MYFAM,UNIDAD,Si,8055960252039,HUESO GRANDE BRONX FUTURISTIC,0.000,0.000,,,Sin seguimiento,No,0,0,0,Almacenable,10111302,H87,7,,0.05,,,,329.310300,UNIDAD,120.364663,,,16,,,MY FAMILY TAGS OF LOVE,,,ACCESORIOS,SIN CONTROL,MY FAMILY TAGS OF LOVE
