Sucursal,Nombre del Producto,Clave de producto,Categoría ( linea) de producto,Precio Base de Venta,Unidad de medida,¿ Se vende en el punto de venta?,Clave de producto SAT,Código de barras,Descripción larga,Peso,Volumen,Días para entregarlo al cliente,método de abastecimiento,Precio promedio de compra,¿ En qué almacen se guarda el producto?,Seguimiento (Sin seguimiento/Lote/Serie,¿ Tiene fecha de caducidad?,Días antes de caducar,Días a Consumir preferentemente,Días para quitar el producto,Tipo ,Stock Optimo,Punto de reorden,Multiple de re-orden,Clave sat,Unidad de sat,1,2,3,4,5
,HL/3 E27 SW/MS-GEB. SW-BRAUN-TR.'OILELLA,99615,Eglo,,Pza,Si,,,HL/3 E27 SW/MS-GEB. SW-BRAUN-TR.'OILELLA,,,,lo compramos,$119.35,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SW/MS-GEB. SW-GRAU-TR.'OILELLA',99616,Eglo,,Pza,Si,,,HL/1 E27 SW/MS-GEB. SW-GRAU-TR.'OILELLA',,,,lo compramos,$40.95,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SW/MS-GEB. SW-GRAU-TR.'OILELLA',99617,Eglo,,Pza,Si,,,HL/3 E27 SW/MS-GEB. SW-GRAU-TR.'OILELLA',,,,lo compramos,$128.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SW/MS-GEB/GOLD/KLAR 'LAGUNITAS',99651,Eglo,,Pza,Si,,,HL/1 E27 SW/MS-GEB/GOLD/KLAR 'LAGUNITAS',,,,lo compramos,$44.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SW/MS-GEB/GOLD/KLAR 'LAGUNITAS',99654,Eglo,,Pza,Si,,,HL/3 E27 SW/MS-GEB/GOLD/KLAR 'LAGUNITAS',,,,lo compramos,$143.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SCHWARZ/CAPPUCCINO-MS 'NASTASIA,900347,Eglo,,Pza,Si,,,HL/1 E27 SCHWARZ/CAPPUCCINO-MS 'NASTASIA,,,,lo compramos,$63.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/CAPPUCCINO-MS 'NASTASIA,900348,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/CAPPUCCINO-MS 'NASTASIA,,,,lo compramos,$132.30,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/6 E27 SW/HOLZ/CAPPUCCINO 'EDALE',43782,Eglo,,Pza,Si,,,HL/6 E27 SW/HOLZ/CAPPUCCINO 'EDALE',,,,lo compramos,$203.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,WL/1 E27 SW/HOLZ/CAPPUCCINO 'EDALE',43783,Eglo,,Pza,Si,,,WL/1 E27 SW/HOLZ/CAPPUCCINO 'EDALE',,,,lo compramos,$28.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,TL/1 E26 SCHWARZ/HOLZ 'LACEY',43613A,Eglo,,Pza,Si,,,TL/1 E26 SCHWARZ/HOLZ 'LACEY',,,,lo compramos,$50.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,STL/1 E26 SCHWARZ/HOLZ 'LACEY',43614A,Eglo,,Pza,Si,,,STL/1 E26 SCHWARZ/HOLZ 'LACEY',,,,lo compramos,$79.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SCHWARZ/MS-GEB/KLAR 'JAZMINIA',390037,Eglo,,Pza,Si,,,HL/1 E27 SCHWARZ/MS-GEB/KLAR 'JAZMINIA',,,,lo compramos,$54.78,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SCHWARZ/KLAR 'SAPUARA',39977,Eglo,,Pza,Si,,,HL/1 E27 SCHWARZ/KLAR 'SAPUARA',,,,lo compramos,$50.75,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/KLAR 'SAPUARA',39978,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/KLAR 'SAPUARA',,,,lo compramos,$166.60,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 60W N/N SW-TRANSP.'TORRONTES',98291,Eglo,,Pza,Si,,,HL/1 E27 60W N/N SW-TRANSP.'TORRONTES',,,,lo compramos,$81.20,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SW/BRÜNIERT/KLAR-GOLD'MARYVILLA,900549,Eglo,,Pza,Si,,,HL/1 E27 SW/BRÜNIERT/KLAR-GOLD'MARYVILLA,,,,lo compramos,$44.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SW/BRÜNIERT/KLAR-GOLD'MARYVILLA,900551,Eglo,,Pza,Si,,,HL/3 E27 SW/BRÜNIERT/KLAR-GOLD'MARYVILLA,,,,lo compramos,$140.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 GRAU/SCHWARZ 'MATLOCK',43825,Eglo,,Pza,Si,,,HL/1 E27 GRAU/SCHWARZ 'MATLOCK',,,,lo compramos,$52.15,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/GEÄTZT 'UPANEMA',390046,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/GEÄTZT 'UPANEMA',,,,lo compramos,$163.45,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-CCT-VENTILATOR SW 'MARINELLA',35098M,Eglo,,Pza,Si,,,LED-CCT-VENTILATOR SW 'MARINELLA',,,,lo compramos,$202.30,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 Ø300 SCHWARZ/KUPFER 'CORDOBA',390089,Eglo,,Pza,Si,,,HL/1 Ø300 SCHWARZ/KUPFER 'CORDOBA',,,,lo compramos,$86.45,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 L-1100 SCHWARZ/KUPFER 'CORDOBA',390091,Eglo,,Pza,Si,,,HL/3 L-1100 SCHWARZ/KUPFER 'CORDOBA',,,,lo compramos,$243.25,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E27 SCHWARZ/WS 'PRATA VECCHIA',98731,Eglo,,Pza,Si,,,AL-WL/1 E27 SCHWARZ/WS 'PRATA VECCHIA',,,,lo compramos,$35.35,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E27 SCHWARZ 'ALAMONTE 3',900136,Eglo,,Pza,Si,,,AL-WL/1 E27 SCHWARZ 'ALAMONTE 3',,,,lo compramos,$35.35,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/SW-TRANSP.'HORNWOOD 2',43606,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/SW-TRANSP.'HORNWOOD 2',,,,lo compramos,$136.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E26 Ø300 CHROM 'SKOURA',205637A,Eglo,,Pza,Si,,,HL/1 E26 Ø300 CHROM 'SKOURA',,,,lo compramos,$145.60,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E26 CHROM/KLAR 'BRIXHAM',49262M,Eglo,,Pza,Si,,,HL/1 E26 CHROM/KLAR 'BRIXHAM',,,,lo compramos,$52.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared 3 Luces,205619A,Eglo,,Pza,Si,,,Luminario de Pared 3 Luces,,,,lo compramos,$125.13,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante 4 Luces LED,205646A,Eglo,,Pza,Si,,,Luminario Colgante 4 Luces LED,,,,lo compramos,$217.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared 3 Luces,205621A,Eglo,,Pza,Si,,,Luminario de Pared 3 Luces,,,,lo compramos,$86.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/6 E27 SCHWARZ/GOLD 'SAVARNA',390017,Eglo,,Pza,Si,,,HL/6 E27 SCHWARZ/GOLD 'SAVARNA',,,,lo compramos,$304.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 Ø500 SCHWARZ 'SKOURA 1',39619,Eglo,,Pza,Si,,,HL/1 E27 Ø500 SCHWARZ 'SKOURA 1',,,,lo compramos,$385.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/SW-TRANSP.'MASETA',99634,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/SW-TRANSP.'MASETA',,,,lo compramos,$236.60,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-STL/1 E27 SCHWARZ 'ALAMONTE 3',900139,Eglo,,Pza,Si,,,AL-STL/1 E27 SCHWARZ 'ALAMONTE 3',,,,lo compramos,$161.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/7 E27 SCHWARZ 'TOWNSHEND-B',39938,Eglo,,Pza,Si,,,HL/7 E27 SCHWARZ 'TOWNSHEND-B',,,,lo compramos,$193.20,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 SCHWARZ/SW-TRANSP.'MASETA',99633,Eglo,,Pza,Si,,,HL/1 E27 SCHWARZ/SW-TRANSP.'MASETA',,,,lo compramos,$76.30,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/1 E27 Ø300 CHROM/SW-TRANSP.'ALOBRASE',98614,Eglo,,Pza,Si,,,HL/1 E27 Ø300 CHROM/SW-TRANSP.'ALOBRASE',,,,lo compramos,$121.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E27 SW/HOLZOPTIK/KLAR 'BUDRONE',900289,Eglo,,Pza,Si,,,AL-WL/1 E27 SW/HOLZOPTIK/KLAR 'BUDRONE',,,,lo compramos,$60.20,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E27 SW/BETONOPTIK/KLAR 'CARRARO',900286,Eglo,,Pza,Si,,,AL-WL/1 E27 SW/BETONOPTIK/KLAR 'CARRARO',,,,lo compramos,$59.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared 3 Luces,205619A,Eglo,,Pza,Si,,,Luminario de Pared 3 Luces,,,,lo compramos,$125.13,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante 4 Luces LED,205646A,Eglo,,Pza,Si,,,Luminario Colgante 4 Luces LED,,,,lo compramos,$217.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared 3 Luces,205621A,Eglo,,Pza,Si,,,Luminario de Pared 3 Luces,,,,lo compramos,$86.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared LED,205524A,Eglo,,Pza,Si,,,Luminario de Pared LED,,,,lo compramos,$86.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared 3 Luces,205363A,Eglo,,Pza,Si,,,Luminario de Pared 3 Luces,,,,lo compramos,$150.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante 1 Luz GU10,205644A,Eglo,,Pza,Si,,,Luminario Colgante 1 Luz GU10,,,,lo compramos,$76.30,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/9 SCHWARZ/EICHE-OPTIK 'TOWNSHEND 5',43134,Eglo,,Pza,Si,,,HL/9 SCHWARZ/EICHE-OPTIK 'TOWNSHEND 5',,,,lo compramos,$224.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-CCT-DL-VENTILATOR DC Ø1320 SCHWARZ,205653,Eglo,,Pza,Si,,,LED-CCT-DL-VENTILATOR DC Ø1320 SCHWARZ,,,,lo compramos,$231.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared LED,205523A,Eglo,,Pza,Si,,,Luminario de Pared LED,,,,lo compramos,$59.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante 4 Luces GU10,205643A,Eglo,,Pza,Si,,,Luminario Colgante 4 Luces GU10,,,,lo compramos,$126.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante LED,98836A,Eglo,,Pza,Si,,,Luminario Colgante LED,,,,lo compramos,$0.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Pared LED,205525A,Eglo,,Pza,Si,,,Luminario de Pared LED,,,,lo compramos,$0.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E26 ABW.SILBER-ANTIK 'HILBURN 1',94866M,Eglo,,Pza,Si,,,AL-WL/1 E26 ABW.SILBER-ANTIK 'HILBURN 1',,,,lo compramos,$30.10,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/4 ANTHRAZIT/TERRAZZO SW/WS 'MENTALONA,39822M,Eglo,,Pza,Si,,,HL/4 ANTHRAZIT/TERRAZZO SW/WS 'MENTALONA,,,,lo compramos,$92.75,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/7 E27 SCHWARZ 'PRIDDY',49467M,Eglo,,Pza,Si,,,HL/7 E27 SCHWARZ 'PRIDDY',,,,lo compramos,$75.25,Eglo,,No,,,,Almacenable,,,,,,,,,,
,TL/1 E27 APRICOT/KUPFER 'CHESTER-P',49038M,Eglo,,Pza,Si,,,TL/1 E27 APRICOT/KUPFER 'CHESTER-P',,,,lo compramos,$23.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 SCHWARZ-GOLD/WS 'SIRMIONE',97285M,Eglo,,Pza,Si,,,AL-WL/1 SCHWARZ-GOLD/WS 'SIRMIONE',,,,lo compramos,$33.60,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-WL/1 E27 KUPFER-ANTIK 'MELGOA',94863M,Eglo,,Pza,Si,,,AL-WL/1 E27 KUPFER-ANTIK 'MELGOA',,,,lo compramos,$39.90,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-LED-WL/2 WEISS 'BOSARO',93991M,Eglo,,Pza,Si,,,AL-LED-WL/2 WEISS 'BOSARO',,,,lo compramos,$37.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-DL Ø395 WEISS/GOLD 'MONTENOVO',98023M,Eglo,,Pza,Si,,,LED-DL Ø395 WEISS/GOLD 'MONTENOVO',,,,lo compramos,$37.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,TL/1 HOLZ/ZINC USED/SW 'BARNSTAPLE',49718M,Eglo,,Pza,Si,,,TL/1 HOLZ/ZINC USED/SW 'BARNSTAPLE',,,,lo compramos,$32.90,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-DL Ø385 WEISS 'CARPI 1',201701M,Eglo,,Pza,Si,,,LED-DL Ø385 WEISS 'CARPI 1',,,,lo compramos,$42.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-DL NICKEL-M/WEISS 'RIBAS',203919M,Eglo,,Pza,Si,,,LED-DL NICKEL-M/WEISS 'RIBAS',,,,lo compramos,$44.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/3 E27 SCHWARZ/GOLD 'VARILLAS',98313M,Eglo,,Pza,Si,,,HL/3 E27 SCHWARZ/GOLD 'VARILLAS',,,,lo compramos,$77.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/4 E27 CHROM/RAUCHGLAS 'SIRACUSA',39504M,Eglo,,Pza,Si,,,HL/4 E27 CHROM/RAUCHGLAS 'SIRACUSA',,,,lo compramos,$116.90,Eglo,,No,,,,Almacenable,,,,,,,,,,
,HL/10 E27 CHROM/RAUCHGLAS 'SIRACUSA',39506M,Eglo,,Pza,Si,,,HL/10 E27 CHROM/RAUCHGLAS 'SIRACUSA',,,,lo compramos,$379.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario Colgante 3 Luces,98364M,Eglo,,Pza,Si,,,**Luminario Colgante 3 Luces,,,,lo compramos,$121.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario Colgante 6 luces,39126M,Eglo,,Pza,Si,,,**Luminario Colgante 6 luces,,,,lo compramos,$196.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario Colgante 5 luces,39117M,Eglo,,Pza,Si,,,**Luminario Colgante 5 luces,,,,lo compramos,$168.00,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario de Techo Doble,97792M,Eglo,,Pza,Si,,,**Luminario de Techo Doble,,,,lo compramos,$69.30,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario de Mesa Sencillo,97894M,Eglo,,Pza,Si,,,**Luminario de Mesa Sencillo,,,,lo compramos,$31.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Arbotante Sencillo,20507M,Eglo,,Pza,Si,,,**Arbotante Sencillo,,,,lo compramos,$9.03,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario de Pared Sencillo,97887M,Eglo,,Pza,Si,,,**Luminario de Pared Sencillo,,,,lo compramos,$31.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Mesa Sencillo,20597A,Eglo,,Pza,Si,,,Luminario de Mesa Sencillo,,,,lo compramos,$15.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,***Arbotante Sencillo de Exterior,20897M,Eglo,,Pza,Si,,,***Arbotante Sencillo de Exterior,,,,lo compramos,$11.87,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Arbotante Sencillo,20661M,Eglo,,Pza,Si,,,**Arbotante Sencillo,,,,lo compramos,$6.34,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Arbotante Sencillo de Exterior,86993M,Eglo,,Pza,Si,,,**Arbotante Sencillo de Exterior,,,,lo compramos,$31.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario LED Empotrada,89546M,Eglo,,Pza,Si,,,Luminario LED Empotrada,,,,lo compramos,$23.80,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario Colgante Triple,20508A,Eglo,,Pza,Si,,,Luminario Colgante Triple,,,,lo compramos,$110.60,Eglo,,No,,,,Almacenable,,,,,,,,,,
,Luminario de Techo Cuadruple,87359M,Eglo,,Pza,Si,,,Luminario de Techo Cuadruple,,,,lo compramos,$32.90,Eglo,,No,,,,Almacenable,,,,,,,,,,
,**Luminario Colgante Doble,92791A,Eglo,,Pza,Si,,,**Luminario Colgante Doble,,,,lo compramos,$77.35,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED-WL/1 NICKEL-M/CHROM 'PIERINO',93693M,Eglo,,Pza,Si,,,LED-WL/1 NICKEL-M/CHROM 'PIERINO',,,,lo compramos,$32.90,Eglo,,No,,,,Almacenable,,,,,,,,,,
,AL-LED-WL EDELSTAHL M.HAUSNR.'PARDELA 1',200837M,Eglo,,Pza,Si,,,AL-LED-WL EDELSTAHL M.HAUSNR.'PARDELA 1',,,,lo compramos,$38.50,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 2700K,202769M,Eglo,,Pza,Si,,,LED downlight white 10W 2700K,,,,lo compramos,$99.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 4100K,202771M,Eglo,,Pza,Si,,,LED downlight white 10W 4100K,,,,lo compramos,$99.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 6500K,202772M,Eglo,,Pza,Si,,,LED downlight white 10W 6500K,,,,lo compramos,$97.20,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 2700K,202773M,Eglo,,Pza,Si,,,LED downlight white 10W 2700K,,,,lo compramos,$99.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 4100K,202774M,Eglo,,Pza,Si,,,LED downlight white 10W 4100K,,,,lo compramos,$99.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,LED downlight white 10W 6500K,202775M,Eglo,,Pza,Si,,,LED downlight white 10W 6500K,,,,lo compramos,$99.40,Eglo,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 8.5W LED E26 3/4-PG LUZ CALIDA,39204-1-WW,Estévez,,Pza,Si,,,RETROFIT 8.5W LED E26 3/4-PG LUZ CALIDA,,,,lo compramos,$111.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 8.5W LED E26 3/4-PG LUZ FRIA,39204-1-CW,Estévez,,Pza,Si,,,RETROFIT 8.5W LED E26 3/4-PG LUZ FRIA,,,,lo compramos,$111.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 8.5W LED E26 3/4-PG LUZ FRIA,39204-0-CW,Estévez,,Pza,Si,,,RETROFIT 8.5W LED E26 3/4-PG LUZ FRIA,,,,lo compramos,$97.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 12W LED E26 5/6-PG LUZ CALIDA,39205-1-WW,Estévez,,Pza,Si,,,RETROFIT 12W LED E26 5/6-PG LUZ CALIDA,,,,lo compramos,$146.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 12W LED E26 5/6-PG LUZ FRIA,39205-1-CW,Estévez,,Pza,Si,,,RETROFIT 12W LED E26 5/6-PG LUZ FRIA,,,,lo compramos,$146.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT 12W LED E26 5/6-PG LUZ FRIA,39205-0-CW,Estévez,,Pza,Si,,,RETROFIT 12W LED E26 5/6-PG LUZ FRIA,,,,lo compramos,$132.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT-2-PACK 8.5W LED E26 3/4-PG LUZ NEUTRA,39224-0,Estévez,,Pza,Si,,,RETROFIT-2-PACK 8.5W LED E26 3/4-PG LUZ NEUTRA,,,,lo compramos,$195.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,RETROFIT-2-PACK 12W LED E26 5/6-PG LUZ NEUTRA,39225-0,Estévez,,Pza,Si,,,RETROFIT-2-PACK 12W LED E26 5/6-PG LUZ NEUTRA,,,,lo compramos,$272.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ONYX PROYECTOR P/RIEL 20W LED 24° LUZ CALIDA,ETC-0357-BLA,Estévez,,Pza,Si,,,ONYX PROYECTOR P/RIEL 20W LED 24° LUZ CALIDA,,,,lo compramos,"$1,623.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,ONYX PROYECTOR P/RIEL 20W LED 24° LUZ CALIDA,ETC-0357-NEG,Estévez,,Pza,Si,,,ONYX PROYECTOR P/RIEL 20W LED 24° LUZ CALIDA,,,,lo compramos,"$1,623.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,ONYX PROYECTOR P/RIEL 35W LED 24° LUZ CALIDA,ETC-0358-BLA,Estévez,,Pza,Si,,,ONYX PROYECTOR P/RIEL 35W LED 24° LUZ CALIDA,,,,lo compramos,"$2,029.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,ONYX PROYECTOR P/RIEL 35W LED 24° LUZ CALIDA,ETC-0358-NEG,Estévez,,Pza,Si,,,ONYX PROYECTOR P/RIEL 35W LED 24° LUZ CALIDA,,,,lo compramos,"$2,029.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,SPOTLIGHT IP20 ELIT LED 5.6W 3000K,ETC-0306-BLA,Estévez,,Pza,Si,,,SPOTLIGHT IP20 ELIT LED 5.6W 3000K,,,,lo compramos,$937.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ADRI PROYECTOR 1 LUZ 4.7W LED LUZ CALIDA,EDE-0436-BLA,Estévez,,Pza,Si,,,ADRI PROYECTOR 1 LUZ 4.7W LED LUZ CALIDA,,,,lo compramos,$482.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ADRI RIEL 2 LUCES 9.4W LED LUZ CALIDA,EDE-0437-BLA,Estévez,,Pza,Si,,,ADRI RIEL 2 LUCES 9.4W LED LUZ CALIDA,,,,lo compramos,$986.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,ADRI RIEL 3 LUCES 14.1W LED LUZ CALIDA,EDE-0438-BLA,Estévez,,Pza,Si,,,ADRI RIEL 3 LUCES 14.1W LED LUZ CALIDA,,,,lo compramos,"$1,280.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,BELLA-(VITRO) PROYECTOR 1 LUZ 5W LED LUZ CALIDA,19554-1,Estévez,,Pza,Si,,,BELLA-(VITRO) PROYECTOR 1 LUZ 5W LED LUZ CALIDA,,,,lo compramos,$650.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,BELLA-(VITRO) RIEL 3 LUCES 15W LED LUZ CALIDA,19554-3,Estévez,,Pza,Si,,,BELLA-(VITRO) RIEL 3 LUCES 15W LED LUZ CALIDA,,,,lo compramos,"$1,721.30",Estévez,,No,,,,Almacenable,,,,,,,,,,
,VILLAFRANCA RIEL 3 LUCES 17W LED LUZ CALIDA,19551-3,Estévez,,Pza,Si,,,VILLAFRANCA RIEL 3 LUCES 17W LED LUZ CALIDA,,,,lo compramos,$727.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,VILLAFRANCA RIEL 4 LUCES 22W LED LUZ CALIDA,19551-4,Estévez,,Pza,Si,,,VILLAFRANCA RIEL 4 LUCES 22W LED LUZ CALIDA,,,,lo compramos,$895.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MOLINA RIEL 3 LUCES 17W LED LUZ CALIDA,19552-3,Estévez,,Pza,Si,,,MOLINA RIEL 3 LUCES 17W LED LUZ CALIDA,,,,lo compramos,$727.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,MOLINA RIEL 4 LUCES 22W LED LUZ CALIDA,19552-4,Estévez,,Pza,Si,,,MOLINA RIEL 4 LUCES 22W LED LUZ CALIDA,,,,lo compramos,$895.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER PROYECTOR 1 x GU10-MR16,EDE-0479-BLA,Estévez,,Pza,Si,,,KEEPER PROYECTOR 1 x GU10-MR16,,,,lo compramos,$258.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER PROYECTOR 1 x GU10-MR16,EDE-0479-NEG,Estévez,,Pza,Si,,,KEEPER PROYECTOR 1 x GU10-MR16,,,,lo compramos,$286.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER RIEL 2 X GU10-MR16,EDE-0480-BLA,Estévez,,Pza,Si,,,KEEPER RIEL 2 X GU10-MR16,,,,lo compramos,$566.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER RIEL 2 X GU10-MR16,EDE-0480-NEG,Estévez,,Pza,Si,,,KEEPER RIEL 2 X GU10-MR16,,,,lo compramos,$622.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER RIEL 3 X GU10-MR16,EDE-0481-BLA,Estévez,,Pza,Si,,,KEEPER RIEL 3 X GU10-MR16,,,,lo compramos,$846.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KEEPER RIEL 3 X GU10-MR16,EDE-0481-NEG,Estévez,,Pza,Si,,,KEEPER RIEL 3 X GU10-MR16,,,,lo compramos,$937.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KAPSEL-(IDEA) PROYECTOR 1 X GU10-MR16,19553-1,Estévez,,Pza,Si,,,KAPSEL-(IDEA) PROYECTOR 1 X GU10-MR16,,,,lo compramos,$230.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,KAPSEL-(IDEA) RIEL 3 X GU10-MR16,19553-3,Estévez,,Pza,Si,,,KAPSEL-(IDEA) RIEL 3 X GU10-MR16,,,,lo compramos,$692.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
,CONE PROYECTOR P/RIEL E26 PAR 30,ETC-0316-BLA,Estévez,,Pza,Si,,,CONE PROYECTOR P/RIEL E26 PAR 30,,,,lo compramos,$363.30,Estévez,,No,,,,Almacenable,,,,,,,,,,
